"","sudan.rume","gesha","sl28","sl34","castillo","sidra","gesha.1931","heirloom","catuai","bourbon","typica","caturra","colombia","villalobos","pacamara","landraces","pacas","red.bourbon","red.catuai","pink.bourbon","catimor","blend","illubabor.forest","various","java","ruiru.11","baitan","marsellesa","maracaturra","arusha","mundo.novo","yellow.bourbon","cherry","honeysuckle","orange","pineapple","floral","peach","blueberry","currant","mango","jasmine","honeydew","strawberry","caramel","kiwi","tropical.fruits","berry","dried.fruit","citrus","vanilla","honey","hazelnut","blackberry","lavender","grape","heavy","cantaloupe","complex","cocoa","dates","pecans","grapefruit","lemon","cranberry","dark.chocolate","red.grape","candied.sweetness","white.cherry","bergamot","fig","plum","almond","lime","spice","watermelon","nectarine","hops","lychee","shortbread.cookie","chocolate","custard","fruity","chocolate.fudge","molasses","cinnamon","sweet","black.tea","rich","full.bodied","milk.chocolate","orange.peel","pomelo","dark.honey","smooth","pomegranate","lemongrass","papaya","pear","apple","sugar.cane","syrup","mixed.berry","maple","raspberry","cola","baker.s.chocolate","nutty","tangerine","brown.sugar","yuzu","tropical.fruit","earl.grey","graham.cracker","raisin","clove","jammy","red.berries","tomato","round","apricot","juicy","nougat","red.wine","raw.sugar","dark.cherry","fudge","black.cherry","sparkling.cider","figs","silky","ripe.fruit","berry.fruit","honeycomb","wild.berries","clementine","toffee","dried.cherry","butterscotch","toasted.marshmallow","mulled.wine","Country_Bali","Country_Brazil","Country_Brazil, Colombia","Country_Brazil, Colombia, Honduras","Country_Brazil, Ethiopia","Country_Burundi","Country_Colombia","Country_Colombia, Ethiopia, Kenya","Country_Colombia, Honduras, Guatemala","Country_Congo","Country_Costa Rica","Country_Ecuador","Country_El Salvador","Country_Ethiopia","Country_Ethiopia, Uganda","Country_Ethiopia,Sumatra, Peru","Country_Guatemala","Country_Honduras","Country_Kenya","Country_Mexico","Country_Nicaragua","Country_Panama","Country_Papua New Guinea","Country_Peru","Country_Rwanda","Country_Sumatra","Country_Uganda, Papua New Guinea, Sumatra","Country_Various","Country_NA","Process_Anaerobic Washed","Process_Honey","Process_Lactic Acid","Process_Natural","Process_Pulped Natural/Honey","Process_Various","Process_Washed","Process_NA","Roast_Dark","Roast_Light","Roast_Light-Medium","Roast_Medium","Roast_Medium-Dark","Roast_NA"
"lime",0,0,0,0,0.158113883008419,0,0,0.141421356237309,0,0,0,0.0953462589245592,0,0,0.258198889747161,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365148371670111,0,0,0,0,0,0,0,0,0,0,0,0,0.149071198499986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.169030850945703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282842712474619,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102597835208515,0,0,0,0,0,0.169030850945703,0.239045721866879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149071198499986,0,0,0,0,0,0,0.269190951029083,0,0,0.169030850945703,0.086066296582387,0.175411603861406,0,0
"spice",0,0,0,0,0,0,0,0.223606797749979,0,0.147441956154897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0.471404520791032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0.188982236504614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0.0851256530758748,0,0,0,0.136082763487954,0.138675049056307,0,0
"watermelon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261241912424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120385853085769,0,0,0,0.192450089729875,0,0,0
"nectarine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261241912424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120385853085769,0,0,0,0.192450089729875,0,0,0
"hops",0,0,0,0,0,0,0,0.316227766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261241912424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120385853085769,0,0,0,0,0,0,0.223606797749979
"lychee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120385853085769,0,0,0.188982236504614,0,0,0,0
"shortbread.cookie",0,0,0,0,0,0,0,0,0,0.208514414057075,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120385853085769,0,0,0,0.192450089729875,0,0,0
"chocolate",0,0,0,0,0.102062072615966,0,0,0,0.0912870929175277,0.120385853085769,0,0.123091490979333,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0.204124145231931,0.077151674981046,0,0.0962250448649376,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.144337567297406,0,0,0,0.204124145231931,0,0,0,0,0,0,0.102062072615966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.408248290463863,0,0.166666666666667,0,0,0,0.288675134594813,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102062072615966,0,0,0.144337567297406,0.204124145231931,0,0,0,0,0,0,0.204124145231931,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0.204124145231931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144337567297406,0,0.288675134594813,0,0,0.0662266178532522,0,0,0,0,0,0.109108945117996,0,0,0.288675134594813,0,0.204124145231931,0,0,0,0.235702260395516,0,0,0,0,0,0.288675134594813,0.288675134594813,0,0,0,0.125988157669742,0,0.333333333333333,0.173762011714229,0.306186217847897,0.408248290463863,0.0545544725589981,0.0555555555555556,0.11322770341446,0.258198889747161,0.258198889747161
"custard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0.120385853085769,0,0,0,0,0,0,0.223606797749979
"fruity",0,0,0,0,0.125,0,0,0,0.111803398874989,0.0737209780774486,0.0883883476483184,0.0753778361444409,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0.204124145231931,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145231931,0,0,0,0,0.117851130197758,0.133630620956212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133630620956212,0,0,0,0,0,0,0,0.408248290463863,0,1,0,0,0,0,0,0,0,0.335410196624968,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0.0811107105653813,0.353553390593274,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0.204124145231931,0,0,0,0.353553390593274,0.235702260395516,0,0,0,0,0,0.204124145231931,0.255376959227625,0.125,0,0.0668153104781061,0.136082763487954,0.138675049056307,0,0.237170824512628
"chocolate.fudge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.577350269189626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218217890235992,0,0,0,0,0,0,0,0,0,0.223606797749979
"molasses",0,0,0,0,0.204124145231931,0,0,0,0.182574185835055,0,0,0.123091490979333,0.204124145231931,0,0,0,0,0,0.577350269189626,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0.577350269189626,1,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145231931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125988157669742,0,0,0.0695048046856916,0.204124145231931,0,0,0,0.11322770341446,0.258198889747161,0.129099444873581
"cinnamon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.577350269189626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218217890235992,0,0,0,0,0,0,0,0,0,0.223606797749979
"sweet",0,0,0,0,0,0,0,0,0.223606797749979,0.147441956154897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188982236504614,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154303349962092,0,0,0.0851256530758748,0,0,0,0,0.277350098112615,0,0
"black.tea",0,0.182574185835055,0,0,0,0,0,0.258198889747161,0,0.0851256530758749,0,0.0870388279778489,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.308606699924184,0,0,0,0.204124145231932,0,0,0,0.288675134594813,0,0,0,0.272165526975909,0,0.154303349962092,0,0,0.288675134594813,0,0,0,0,0.117851130197758,0,0,0,0.144337567297406,0,0,0,0,0,0,0,0.154303349962092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0.0936585811581694,0,0,0,0,0,0,0.218217890235992,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294883912309794,0,0,0.154303349962092,0.0785674201318386,0.160128153805087,0,0.0912870929175277
"rich",0,0,0,0,0,0,0,0,0,0.208514414057075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.577350269189626,0,0,0.707106781186547,0,0,0,0,0
"full.bodied",0,0,0,0,0,0,0,0,0,0.208514414057075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.577350269189626,0,0,0.707106781186547,0,0,0,0,0
"milk.chocolate",0,0,0,0,0.111803398874989,0,0,0,0.2,0.263752189358315,0.237170824512628,0.202259958738973,0.111803398874989,0,0,0,0,0,0,0,0.316227766016838,0.316227766016838,0,0.182574185835055,0,0,0,0.316227766016838,0,0,0,0,0.0845154254728517,0,0,0,0,0,0,0,0,0,0,0,0.0912870929175277,0,0,0,0,0.105409255338946,0.119522860933439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119522860933439,0.282842712474619,0,0,0,0,0,0,0,0,0.335410196624968,0,0,0,0,0,0,0,1,0.316227766016838,0,0,0,0,0,0.223606797749979,0,0,0,0.316227766016838,0,0,0,0,0,0.158113883008419,0,0.223606797749979,0,0,0,0,0.182574185835055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766016838,0.316227766016838,0,0,0,0.316227766016838,0,0,0,0,0,0,0,0,0,0,0.145095250022002,0.316227766016838,0.316227766016838,0,0,0,0.119522860933439,0,0,0,0,0,0,0.158113883008419,0,0,0,0.365148371670111,0,0,0,0,0.210818510677892,0,0,0,0,0,0,0.38069349381344,0,0,0,0.182574185835055,0.372104203767625,0,0.0707106781186547
"orange.peel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766016838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0.120385853085769,0,0,0,0,0.196116135138184,0,0
"pomelo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229415733870562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.188982236504614,0,0,0,0
"dark.honey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229415733870562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.188982236504614,0,0,0,0
"smooth",0,0,0,0,0.353553390593274,0,0,0,0,0.208514414057075,0,0.21320071635561,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261241912424,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229415733870562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120385853085769,0,0,0,0,0,0.447213595499958,0
"pomegranate",0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229415733870562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120385853085769,0,0,0,0.192450089729875,0,0,0
"lemongrass",0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229415733870562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120385853085769,0,0,0,0.192450089729875,0,0,0
"papaya",0,0,0,0,0,0,0,0,0,0.294883912309794,0.176776695296637,0.301511344577764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261241912424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261241912424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0.223606797749979,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162221421130763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0.17025130615175,0,0,0,0,0.138675049056307,0,0.158113883008419
"pear",0,0,0,0,0,0,0,0,0,0,0,0.21320071635561,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229415733870562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.196116135138184,0,0
"apple",0,0.182574185835055,0,0,0.144337567297406,0,0,0.129099444873581,0,0.0851256530758749,0.204124145231932,0.174077655955698,0,0,0.235702260395516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109108945117996,0,0.136082763487954,0,0,0.154303349962092,0,0,0,0.204124145231932,0,0,0,0,0,0,0,0.136082763487954,0,0.154303349962092,0,0,0,0,0,0,0,0.117851130197758,0,0,0,0.144337567297406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0.408248290463863,0,0,0,0.144337567297406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936585811581694,0,0,0,0,0,0.154303349962092,0.109108945117996,0,0,0,0,0,0.204124145231932,0,0.166666666666667,0,0,0,0,0,0,0.136082763487954,0,0,0,0.0890870806374748,0,0,0.245736593591495,0,0,0.077151674981046,0.157134840263677,0.0800640769025436,0,0.182574185835055
"sugar.cane",0,0,0,0,0,0,0,0,0,0,0.25,0.21320071635561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229415733870562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120385853085769,0,0,0,0,0,0,0.223606797749979
"syrup",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0.316227766016838,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120385853085769,0,0,0,0.192450089729875,0,0,0
